Order ID,Product ID,Sales,Quantity,Discount,Profit
CA-2015-124919,OFF-PA-10001950,58.38,7.00,0.00,26.27
CA-2015-124919,OFF-PA-10002254,105.52,4.00,0.00,48.54
CA-2015-124919,OFF-ST-10001590,80.88,6.00,0.00,21.03
CA-2015-118948,OFF-AR-10001547,6.63,3.00,0.00,1.79
CA-2014-104269,FUR-CH-10004063,457.57,2.00,0.20,51.48
CA-2016-114104,OFF-LA-10002475,14.62,2.00,0.00,6.87
CA-2016-114104,TEC-PH-10004536,944.93,7.00,0.00,236.23
CA-2016-162733,OFF-PA-10002751,5.98,1.00,0.00,2.69
CA-2015-119697,TEC-AC-10003657,54.38,2.00,0.20,1.36
CA-2016-154508,OFF-EN-10001990,28.40,5.00,0.00,13.35
CA-2016-113817,OFF-BI-10004002,27.68,2.00,0.20,9.69
CA-2014-139892,OFF-AR-10004441,9.94,3.00,0.20,2.73
CA-2014-139892,TEC-MA-10000822,8159.95,8.00,0.40,-1359.99
CA-2014-139892,OFF-ST-10000991,275.93,3.00,0.20,-58.63
CA-2014-139892,FUR-CH-10004287,1740.06,9.00,0.30,-24.86
CA-2014-139892,OFF-AR-10002656,32.06,6.00,0.20,6.81
CA-2014-139892,OFF-AP-10002518,177.98,5.00,0.80,-453.85
CA-2014-139892,TEC-PH-10003931,143.98,3.00,0.20,9.00
CA-2014-118962,OFF-PA-10000659,20.94,3.00,0.00,9.84
CA-2014-118962,OFF-PA-10001144,110.96,2.00,0.00,53.26
CA-2014-118962,FUR-CH-10003817,340.14,7.00,0.20,21.26
US-2014-100853,OFF-AP-10000891,52.45,2.00,0.80,-131.12
US-2014-100853,OFF-LA-10003148,20.16,4.00,0.20,6.55
US-2017-152366,OFF-AP-10002684,97.26,4.00,0.80,-243.16
US-2015-101511,FUR-CH-10004698,396.80,7.00,0.30,-11.34
US-2015-101511,OFF-SU-10002189,15.88,5.00,0.20,-3.77
CA-2015-137225,OFF-AR-10001940,3.28,1.00,0.00,1.41
CA-2014-166191,OFF-ST-10003455,24.82,2.00,0.20,1.86
CA-2014-166191,TEC-AC-10004659,408.74,7.00,0.20,76.64
CA-2014-158274,TEC-PH-10003273,503.96,4.00,0.00,131.03
CA-2014-158274,TEC-PH-10004896,149.95,5.00,0.00,41.99
CA-2014-158274,TEC-AC-10002345,29.00,2.00,0.00,7.25
CA-2016-105018,OFF-BI-10001890,7.16,2.00,0.00,3.44
CA-2014-123260,TEC-AC-10002323,176.80,8.00,0.00,22.98
CA-2016-157000,OFF-ST-10001328,37.22,3.00,0.20,3.72
CA-2016-157000,OFF-PA-10001950,20.02,3.00,0.20,6.26
CA-2015-102281,FUR-BO-10002613,899.14,4.00,0.20,112.39
CA-2015-102281,TEC-PH-10001552,71.76,6.00,0.00,20.09
CA-2015-102281,OFF-PA-10000061,51.84,8.00,0.00,24.88
CA-2015-102281,FUR-BO-10002545,626.35,3.00,0.20,46.98
CA-2015-102281,OFF-AR-10003514,19.90,5.00,0.00,6.57
CA-2015-131457,OFF-EN-10001509,14.28,7.00,0.00,6.71
CA-2014-140004,OFF-AR-10004685,7.41,2.00,0.20,1.20
CA-2014-140004,OFF-AR-10004027,6.05,3.00,0.20,1.59
CA-2017-107720,OFF-ST-10001414,46.26,3.00,0.00,12.03
US-2017-124303,OFF-BI-10000343,2.95,2.00,0.70,-2.26
US-2017-124303,OFF-PA-10002749,16.06,3.00,0.20,5.82
CA-2017-105074,OFF-PA-10002666,21.74,3.00,0.20,6.80
CA-2014-133690,FUR-TA-10004289,218.75,2.00,0.50,-161.88
CA-2014-133690,OFF-AP-10003622,2.60,1.00,0.20,0.29
US-2017-116701,OFF-AP-10003217,66.28,2.00,0.80,-178.97
CA-2017-126382,FUR-FU-10002960,35.17,7.00,0.20,9.67
CA-2017-108329,TEC-PH-10001918,444.77,4.00,0.20,44.48
CA-2017-135860,OFF-ST-10000642,83.92,4.00,0.00,5.87
CA-2017-135860,TEC-PH-10001700,131.98,2.00,0.00,35.63
CA-2017-135860,OFF-BI-10003274,15.92,4.00,0.00,7.48
CA-2017-135860,OFF-FA-10000134,52.29,9.00,0.00,16.21
CA-2017-135860,OFF-ST-10001522,91.99,1.00,0.00,3.68
CA-2015-101007,TEC-AC-10001266,20.80,2.00,0.20,6.50
CA-2015-146262,OFF-LA-10004544,23.68,2.00,0.20,8.88
CA-2015-146262,FUR-BO-10004695,452.45,5.00,0.50,-244.32
CA-2015-146262,TEC-PH-10002844,62.98,3.00,0.40,-14.70
CA-2015-146262,TEC-MA-10000864,1188.00,9.00,0.70,-950.40
CA-2015-146262,TEC-AC-10000109,89.58,2.00,0.20,4.48
CA-2016-130162,OFF-ST-10001328,93.06,6.00,0.00,26.06
CA-2016-130162,TEC-PH-10002563,302.38,3.00,0.20,22.68
CA-2015-169397,OFF-FA-10000585,5.58,2.00,0.20,1.81
CA-2015-169397,OFF-PA-10004000,22.70,6.00,0.20,8.23
CA-2015-169397,OFF-BI-10002852,19.78,4.00,0.70,-13.84
CA-2015-169397,FUR-FU-10000087,72.70,4.00,0.20,19.08
CA-2015-169397,TEC-MA-10001148,479.99,4.00,0.70,-383.99
CA-2015-169397,OFF-AR-10001958,27.17,2.00,0.20,2.72
CA-2015-163055,OFF-AR-10001026,2.20,1.00,0.00,0.97
CA-2015-163055,FUR-TA-10003748,622.45,5.00,0.00,136.94
CA-2015-163055,OFF-ST-10002485,21.98,1.00,0.00,0.22
US-2015-145436,FUR-CH-10004860,161.57,2.00,0.20,-28.27
US-2015-145436,FUR-CH-10004477,389.70,8.00,0.20,43.84
US-2014-156216,OFF-BI-10001679,18.65,7.00,0.70,-12.43
US-2017-100930,FUR-TA-10001705,233.86,2.00,0.45,-102.05
US-2017-100930,FUR-TA-10003473,620.61,3.00,0.45,-248.25
US-2017-100930,OFF-BI-10001679,5.33,2.00,0.70,-3.55
US-2017-100930,FUR-FU-10004017,258.07,3.00,0.20,0.00
US-2017-100930,TEC-AC-10003832,617.98,3.00,0.20,-7.72
CA-2017-160514,OFF-PA-10002479,10.56,2.00,0.00,4.75
CA-2016-157749,OFF-PA-10003349,25.92,5.00,0.20,9.40
CA-2016-157749,FUR-FU-10000576,419.68,5.00,0.60,-356.73
CA-2016-157749,FUR-FU-10004351,11.69,3.00,0.60,-4.68
CA-2016-157749,TEC-PH-10000011,31.98,2.00,0.20,11.19
CA-2016-157749,FUR-TA-10002607,177.23,5.00,0.50,-120.51
CA-2016-157749,FUR-FU-10002505,4.04,3.00,0.60,-2.83
CA-2016-157749,OFF-AR-10004685,7.41,2.00,0.20,1.20
CA-2014-131926,FUR-CH-10004063,2001.86,7.00,0.00,580.54
CA-2014-131926,OFF-ST-10002276,166.72,2.00,0.00,41.68
CA-2014-131926,OFF-PA-10004082,47.88,6.00,0.00,23.94
CA-2014-131926,OFF-AP-10002945,1503.25,5.00,0.00,496.07
CA-2014-131926,OFF-PA-10000061,25.92,4.00,0.00,12.44
CA-2016-154739,FUR-CH-10002965,321.57,2.00,0.20,28.14
CA-2016-145625,OFF-PA-10004569,7.61,1.00,0.00,3.58
CA-2016-145625,TEC-AC-10003832,3347.37,13.00,0.00,636.00
CA-2016-146941,OFF-ST-10001228,80.58,6.00,0.00,22.56
CA-2016-146941,OFF-EN-10003296,361.92,4.00,0.00,162.86
US-2015-159982,FUR-FU-10002505,12.13,9.00,0.60,-8.49
US-2015-159982,OFF-ST-10004804,82.37,2.00,0.20,-19.56
US-2015-159982,OFF-ST-10001590,53.92,5.00,0.20,4.04
US-2015-159982,TEC-PH-10001580,647.90,6.00,0.20,56.69
CA-2017-163139,TEC-AC-10000290,20.37,3.00,0.00,6.93
CA-2017-163139,OFF-ST-10002790,221.55,3.00,0.00,6.65
CA-2017-163139,OFF-BI-10003460,17.52,5.00,0.20,6.13
US-2017-155299,OFF-AP-10002203,1.62,2.00,0.80,-4.47
US-2014-106992,TEC-MA-10000822,3059.98,3.00,0.40,-510.00
US-2014-106992,TEC-MA-10003353,2519.96,7.00,0.40,-252.00
CA-2016-125318,TEC-PH-10001433,328.22,4.00,0.20,28.72
CA-2015-155040,TEC-AC-10004469,79.90,2.00,0.00,35.16
CA-2017-136826,OFF-AR-10003602,14.02,3.00,0.20,4.73
CA-2016-111010,OFF-FA-10003472,7.56,6.00,0.00,0.30
US-2017-145366,OFF-ST-10004180,37.21,1.00,0.20,-7.44
US-2017-145366,OFF-EN-10004386,57.58,3.00,0.20,21.59
CA-2017-163979,OFF-ST-10003208,725.84,4.00,0.00,210.49
CA-2015-155334,TEC-AC-10003628,209.93,7.00,0.00,92.37
CA-2015-155334,FUR-FU-10003274,5.28,3.00,0.00,2.32
CA-2015-155334,OFF-BI-10002557,10.92,3.00,0.20,4.10
CA-2017-118136,OFF-PA-10002615,8.82,2.00,0.00,4.06
CA-2017-118136,OFF-AR-10001427,5.98,1.00,0.00,1.55
CA-2017-132976,OFF-PA-10000673,11.65,2.00,0.20,4.08
CA-2017-132976,OFF-PA-10004470,18.18,4.00,0.20,5.91
CA-2017-132976,OFF-ST-10000876,59.71,6.00,0.20,5.97
CA-2017-132976,OFF-LA-10002043,24.84,3.00,0.20,8.69
US-2015-161991,OFF-BI-10004967,2.08,5.00,0.80,-3.43
US-2015-161991,TEC-PH-10001760,1114.40,7.00,0.20,376.11
CA-2015-130890,FUR-TA-10002903,1038.84,5.00,0.20,51.94
CA-2015-130883,OFF-PA-10000474,141.76,5.00,0.20,47.84
CA-2015-130883,TEC-AC-10001956,239.80,5.00,0.20,47.96
CA-2015-130883,OFF-PA-10004100,31.10,6.00,0.20,10.89
CA-2016-112697,OFF-BI-10000778,254.06,7.00,0.70,-169.37
CA-2016-112697,OFF-AP-10002684,194.53,2.00,0.20,24.32
CA-2016-112697,OFF-SU-10000646,961.48,5.00,0.20,-204.31
CA-2016-110772,OFF-FA-10002983,19.10,7.00,0.20,6.68
CA-2016-110772,OFF-LA-10004689,18.50,8.00,0.20,6.24
CA-2016-110772,TEC-AC-10002001,255.98,2.00,0.20,54.40
CA-2016-110772,FUR-BO-10004709,86.97,3.00,0.50,-48.70
CA-2014-111451,FUR-FU-10004091,300.42,8.00,0.20,78.86
CA-2014-111451,FUR-CH-10001891,230.35,3.00,0.20,20.16
CA-2014-111451,FUR-FU-10002918,218.35,3.00,0.20,-24.56
CA-2014-111451,OFF-BI-10004593,78.60,5.00,0.70,-62.88
CA-2014-111451,OFF-FA-10004854,27.55,3.00,0.20,9.30
CA-2016-142545,OFF-PA-10002105,32.40,5.00,0.00,15.55
CA-2016-142545,OFF-ST-10002756,1082.48,8.00,0.00,10.82
CA-2016-142545,OFF-PA-10004243,56.91,3.00,0.00,27.32
CA-2016-142545,FUR-FU-10001861,77.60,4.00,0.00,38.02
CA-2016-142545,OFF-BI-10002706,14.28,1.00,0.00,6.57
US-2017-152380,FUR-TA-10002533,219.08,3.00,0.50,-131.45
CA-2015-144253,FUR-FU-10002671,26.80,2.00,0.00,12.86
CA-2014-130960,OFF-AR-10003651,9.84,3.00,0.00,2.85
CA-2014-111003,OFF-BI-10001072,45.48,3.00,0.00,20.92
CA-2014-111003,OFF-AR-10002135,289.20,6.00,0.00,83.87
CA-2017-126774,OFF-AR-10002804,4.89,1.00,0.00,2.00
CA-2016-142902,FUR-FU-10001918,15.14,4.00,0.20,3.59
CA-2016-142902,FUR-CH-10004086,466.77,2.00,0.20,52.51
CA-2016-142902,FUR-FU-10001756,15.23,1.00,0.20,1.71
CA-2016-142902,OFF-LA-10000634,6.26,3.00,0.20,2.04
CA-2014-120887,FUR-FU-10001588,87.54,3.00,0.00,37.64
CA-2014-167850,TEC-PH-10002398,178.38,2.00,0.20,22.30
CA-2014-167850,OFF-PA-10001937,15.55,3.00,0.20,5.44
CA-2014-164259,OFF-AR-10003373,99.14,4.00,0.20,8.67
CA-2014-164973,FUR-CH-10002602,135.88,1.00,0.10,24.16
CA-2014-164973,TEC-MA-10002927,3991.98,2.00,0.00,1995.99
CA-2014-164973,TEC-PH-10004093,275.94,6.00,0.00,80.02
CA-2014-164973,TEC-AC-10000892,360.00,4.00,0.00,129.60
CA-2014-164973,OFF-ST-10002974,43.57,1.00,0.00,13.07
CA-2014-156601,OFF-FA-10000624,7.16,2.00,0.00,3.58
CA-2016-162138,OFF-BI-10004593,251.52,6.00,0.20,81.74
CA-2016-162138,TEC-AC-10001908,99.99,1.00,0.00,35.00
CA-2017-153339,FUR-FU-10001967,15.99,1.00,0.20,1.00
US-2016-141544,TEC-PH-10003645,290.90,3.00,0.40,-67.88
US-2016-141544,OFF-ST-10000675,54.22,2.00,0.20,3.39
US-2016-141544,FUR-CH-10003312,786.74,4.00,0.30,-258.50
US-2016-141544,OFF-LA-10001074,100.24,10.00,0.20,33.83
US-2016-141544,OFF-BI-10001524,37.76,6.00,0.70,-27.69
US-2016-150147,TEC-PH-10004614,82.80,2.00,0.40,-20.70
US-2016-150147,OFF-BI-10001153,20.72,2.00,0.70,-13.82
US-2016-150147,OFF-BI-10001982,4.90,3.00,0.70,-3.43
CA-2015-137946,OFF-BI-10001922,4.75,1.00,0.20,1.60
CA-2015-137946,TEC-CO-10001449,959.98,2.00,0.20,335.99
CA-2015-137946,OFF-BI-10004140,14.37,4.00,0.20,4.49
CA-2014-129924,OFF-BI-10003314,7.71,2.00,0.20,2.80
CA-2014-129924,FUR-TA-10004575,698.35,3.00,0.20,-17.46
CA-2015-128167,OFF-FA-10000490,4.96,4.00,0.00,2.33
CA-2014-122336,OFF-AR-10000122,17.86,4.00,0.20,1.12
CA-2014-122336,OFF-BI-10003656,509.97,10.00,0.70,-407.98
CA-2014-122336,OFF-FA-10002780,30.99,13.00,0.20,10.07
CA-2014-122336,TEC-PH-10000702,71.93,12.00,0.40,8.39
US-2015-120712,OFF-ST-10000107,88.80,4.00,0.20,-2.22
CA-2017-169901,TEC-PH-10002293,47.98,3.00,0.20,4.80
CA-2017-134306,OFF-AR-10004027,7.56,3.00,0.00,3.10
CA-2017-134306,OFF-PA-10000249,24.56,2.00,0.00,11.54
CA-2017-134306,OFF-AR-10001374,12.96,2.00,0.00,4.15
CA-2016-129714,TEC-AC-10000290,6.79,1.00,0.00,2.31
CA-2016-129714,OFF-PA-10001970,24.56,2.00,0.00,11.54
CA-2016-129714,OFF-BI-10002160,3.05,1.00,0.20,1.07
CA-2016-129714,OFF-PA-10001970,49.12,4.00,0.00,23.09
CA-2016-129714,OFF-BI-10004995,4355.17,4.00,0.20,1415.43
CA-2016-138520,FUR-BO-10002268,388.70,6.00,0.20,-4.86
CA-2016-138520,OFF-EN-10001137,8.26,2.00,0.00,3.80
CA-2016-138520,OFF-AR-10002399,17.04,4.00,0.00,6.99
CA-2016-138520,OFF-PA-10002713,34.40,5.00,0.00,15.82
CA-2016-130001,OFF-PA-10002666,36.24,5.00,0.20,11.33
CA-2017-155698,OFF-AP-10001124,647.84,8.00,0.00,168.44
CA-2017-155698,OFF-LA-10001158,20.70,2.00,0.00,9.94
CA-2017-144904,OFF-LA-10001158,20.70,2.00,0.00,9.94
CA-2017-144904,FUR-CH-10000785,488.65,3.00,0.10,86.87
CA-2017-144904,OFF-AR-10003732,5.56,2.00,0.00,1.45
CA-2017-144904,FUR-FU-10000023,47.12,8.00,0.00,20.73
CA-2014-123344,OFF-ST-10001713,211.96,4.00,0.00,8.48
CA-2016-155516,OFF-BI-10002412,23.20,4.00,0.00,10.44
CA-2016-155516,OFF-SU-10001225,7.36,2.00,0.00,0.15
CA-2016-155516,OFF-ST-10002406,104.79,7.00,0.00,29.34
CA-2016-155516,FUR-BO-10002545,1043.92,4.00,0.00,271.42
CA-2017-104745,OFF-PA-10002036,25.92,5.00,0.20,9.40
CA-2017-104745,OFF-ST-10002205,53.42,3.00,0.20,4.67
US-2014-119137,OFF-BI-10001982,8.16,5.00,0.70,-5.71
US-2014-119137,TEC-AC-10003911,1023.94,8.00,0.20,179.19
US-2014-119137,OFF-AR-10000658,9.24,1.00,0.20,0.92
US-2014-119137,TEC-AC-10002076,479.04,10.00,0.20,-29.94
US-2016-134656,OFF-PA-10003039,99.14,4.00,0.20,30.98
US-2017-134481,FUR-TA-10004915,1488.42,7.00,0.30,-297.68
CA-2015-130792,OFF-AP-10000696,8.65,3.00,0.80,-20.33
CA-2015-130792,OFF-ST-10003327,23.83,3.00,0.20,2.68
CA-2015-130792,OFF-BI-10000309,12.18,4.00,0.80,-18.87
CA-2016-134775,OFF-PA-10004734,50.96,7.00,0.00,25.48
CA-2016-134775,OFF-BI-10002225,49.54,3.00,0.20,17.34
CA-2015-125395,TEC-AC-10004708,41.90,2.00,0.00,8.80
US-2015-168935,FUR-TA-10000617,375.46,3.00,0.45,-157.01
US-2015-168935,TEC-AC-10002335,83.98,3.00,0.20,-1.05
